,Date,VS,Winner,Scoreline,Series Type,Map,Player,Agent,R,ACS,K,D,A,KD +/-,KAST,ADR,HS%,FK,FD,FKFD +/-,R_all,R_attack,R_defend,ACS_all,ACS_attack,ACS_defend,K_all,K_attack,K_defend,D_all,D_attack,D_defend,A_all,A_attack,A_defend,KD +/-_all,KD +/-_attack,KD +/-_defend,KAST_all,KAST_attack,KAST_defend,ADR_all,ADR_attack,ADR_defend,HS%_all,HS%_attack,HS%_defend,FK_all,FK_attack,FK_defend,FD_all,FD_attack,FD_defend,FKFD +/-_all,FKFD +/-_attack,FKFD +/-_defend,Team
441,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,Ethan ,Breach,"1.36
1.08
1.55","198
187
207","17
5
12","9
5
4","10
3
7","+8
0
+8","95%
88%
100%","144
121
159","27%
21%
31%","0
0
0","0
0
0","0
0
0",1.36,1.08,1.55,198,187,207,17,5,12,9,5,4,10,3,7,+8,0,+8,95%,88%,100%,144,121,159,27%,21%,31%,0,0,0,0,0,0,0,0,0,Evil Geniuses
442,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,C0M ,Sova,"1.20
1.18
1.20","209
259
177","14
7
7","13
6
7","14
2
12","+1
+1
0","85%
75%
92%","142
169
125","20%
29%
12%","2
0
2","2
1
1","0
-1
+1",1.20,1.18,1.20,209,259,177,14,7,7,13,6,7,14,2,12,+1,+1,0,85%,75%,92%,142,169,125,20%,29%,12%,2,0,2,2,1,1,0,-1,+1,Evil Geniuses
443,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,Boostio ,Killjoy,"1.09
0.55
1.44","241
163
294","17
4
13","15
7
8","3
0
3","+2
-3
+5","60%
38%
75%","159
111
191","16%
27%
13%","4
1
3","2
1
1","+2
0
+2",1.09,0.55,1.44,241,163,294,17,4,13,15,7,8,3,0,3,+2,-3,+5,60%,38%,75%,159,111,191,16%,27%,13%,4,1,3,2,1,1,+2,0,+2,Evil Geniuses
444,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,jawgemo ,Raze,"1.09
0.47
1.51","203
101
273","13
2
11","15
8
7","7
2
5","-2
-6
+4","85%
88%
83%","136
74
177","27%
27%
27%","5
1
4","4
3
1","+1
-2
+3",1.09,0.47,1.51,203,101,273,13,2,11,15,8,7,7,2,5,-2,-6,+4,85%,88%,83%,136,74,177,27%,27%,27%,5,1,4,4,3,1,+1,-2,+3,Evil Geniuses
445,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,mindfreak ,Brimstone,"0.91
0.52
1.49","167
93
279","12
3
9","15
10
5","7
4
3","-3
-7
+4","65%
50%
88%","105
70
159","40%
33%
44%","0
0
0","0
0
0","0
0
0",0.91,0.52,1.49,167,93,279,12,3,9,15,10,5,7,4,3,-3,-7,+4,65%,50%,88%,105,70,159,40%,33%,44%,0,0,0,0,0,0,0,0,0,Paper Rex
446,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,f0rsakeN ,Neon,"0.89
0.60
1.32","211
189
244","15
7
8","17
12
5","3
0
3","-2
-5
+3","55%
42%
75%","133
113
163","43%
63%
22%","3
1
2","6
4
2","-3
-3
0",0.89,0.60,1.32,211,189,244,15,7,8,17,12,5,3,0,3,-2,-5,+3,55%,42%,75%,133,113,163,43%,63%,22%,3,1,2,6,4,2,-3,-3,0,Paper Rex
447,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,d4v41 ,Killjoy,"0.88
0.97
0.75","210
243
162","14
10
4","15
10
5","4
1
3","-1
0
-1","80%
75%
88%","148
168
117","27%
29%
24%","2
1
1","0
0
0","+2
+1
+1",0.88,0.97,0.75,210,243,162,14,10,4,15,10,5,4,1,3,-1,0,-1,80%,75%,88%,148,168,117,27%,29%,24%,2,1,1,0,0,0,+2,+1,+1,Paper Rex
448,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,Jinggg ,Raze,"0.75
0.75
0.75","217
224
208","14
9
5","17
12
5","5
3
2","-3
-3
0","70%
67%
75%","142
153
127","17%
11%
31%","3
1
2","4
3
1","-1
-2
+1",0.75,0.75,0.75,217,224,208,14,9,5,17,12,5,5,3,2,-3,-3,0,70%,67%,75%,142,153,127,17%,11%,31%,3,1,2,4,3,1,-1,-2,+1,Paper Rex
449,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,2 Lotus,cgrs ,Breach,"0.62
0.25
1.17","125
56
230","9
2
7","15
11
4","7
3
4","-6
-9
+3","55%
33%
88%","80
35
147","19%
22%
17%","0
0
0","2
2
0","-2
-2
0",0.62,0.25,1.17,125,56,230,9,2,7,15,11,4,7,3,4,-6,-9,+3,55%,33%,88%,80,35,147,19%,22%,17%,0,0,0,2,2,0,-2,-2,0,Paper Rex
450,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,Demon1 ,Brimstone,"1.37
1.28
1.43","227
235
223","18
7
11","12
7
5","9
6
3","+6
0
+6","80%
75%
83%","150
169
137","68%
53%
90%","1
1
0","0
0
0","+1
+1
0",1.37,1.28,1.43,227,235,223,18,7,11,12,7,5,9,6,3,+6,0,+6,80%,75%,83%,150,169,137,68%,53%,90%,1,1,0,0,0,0,+1,+1,0,Evil Geniuses
451,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,Ethan ,Breach,"1.36
1.08
1.55","198
187
207","17
5
12","9
5
4","10
3
7","+8
0
+8","95%
88%
100%","144
121
159","27%
21%
31%","0
0
0","0
0
0","0
0
0",1.36,1.08,1.55,198,187,207,17,5,12,9,5,4,10,3,7,+8,0,+8,95%,88%,100%,144,121,159,27%,21%,31%,0,0,0,0,0,0,0,0,0,Evil Geniuses
452,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,C0M ,Sova,"1.20
1.18
1.20","209
259
177","14
7
7","13
6
7","14
2
12","+1
+1
0","85%
75%
92%","142
169
125","20%
29%
12%","2
0
2","2
1
1","0
-1
+1",1.20,1.18,1.20,209,259,177,14,7,7,13,6,7,14,2,12,+1,+1,0,85%,75%,92%,142,169,125,20%,29%,12%,2,0,2,2,1,1,0,-1,+1,Evil Geniuses
453,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,Boostio ,Killjoy,"1.09
0.55
1.44","241
163
294","17
4
13","15
7
8","3
0
3","+2
-3
+5","60%
38%
75%","159
111
191","16%
27%
13%","4
1
3","2
1
1","+2
0
+2",1.09,0.55,1.44,241,163,294,17,4,13,15,7,8,3,0,3,+2,-3,+5,60%,38%,75%,159,111,191,16%,27%,13%,4,1,3,2,1,1,+2,0,+2,Evil Geniuses
454,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,jawgemo ,Raze,"1.09
0.47
1.51","203
101
273","13
2
11","15
8
7","7
2
5","-2
-6
+4","85%
88%
83%","136
74
177","27%
27%
27%","5
1
4","4
3
1","+1
-2
+3",1.09,0.47,1.51,203,101,273,13,2,11,15,8,7,7,2,5,-2,-6,+4,85%,88%,83%,136,74,177,27%,27%,27%,5,1,4,4,3,1,+1,-2,+3,Evil Geniuses
455,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,mindfreak ,Brimstone,"0.91
0.52
1.49","167
93
279","12
3
9","15
10
5","7
4
3","-3
-7
+4","65%
50%
88%","105
70
159","40%
33%
44%","0
0
0","0
0
0","0
0
0",0.91,0.52,1.49,167,93,279,12,3,9,15,10,5,7,4,3,-3,-7,+4,65%,50%,88%,105,70,159,40%,33%,44%,0,0,0,0,0,0,0,0,0,Paper Rex
456,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,f0rsakeN ,Neon,"0.89
0.60
1.32","211
189
244","15
7
8","17
12
5","3
0
3","-2
-5
+3","55%
42%
75%","133
113
163","43%
63%
22%","3
1
2","6
4
2","-3
-3
0",0.89,0.60,1.32,211,189,244,15,7,8,17,12,5,3,0,3,-2,-5,+3,55%,42%,75%,133,113,163,43%,63%,22%,3,1,2,6,4,2,-3,-3,0,Paper Rex
457,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,d4v41 ,Killjoy,"0.88
0.97
0.75","210
243
162","14
10
4","15
10
5","4
1
3","-1
0
-1","80%
75%
88%","148
168
117","27%
29%
24%","2
1
1","0
0
0","+2
+1
+1",0.88,0.97,0.75,210,243,162,14,10,4,15,10,5,4,1,3,-1,0,-1,80%,75%,88%,148,168,117,27%,29%,24%,2,1,1,0,0,0,+2,+1,+1,Paper Rex
458,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,Jinggg ,Raze,"0.75
0.75
0.75","217
224
208","14
9
5","17
12
5","5
3
2","-3
-3
0","70%
67%
75%","142
153
127","17%
11%
31%","3
1
2","4
3
1","-1
-2
+1",0.75,0.75,0.75,217,224,208,14,9,5,17,12,5,5,3,2,-3,-3,0,70%,67%,75%,142,153,127,17%,11%,31%,3,1,2,4,3,1,-1,-2,+1,Paper Rex
459,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,3 Split,cgrs ,Breach,"0.62
0.25
1.17","125
56
230","9
2
7","15
11
4","7
3
4","-6
-9
+3","55%
33%
88%","80
35
147","19%
22%
17%","0
0
0","2
2
0","-2
-2
0",0.62,0.25,1.17,125,56,230,9,2,7,15,11,4,7,3,4,-6,-9,+3,55%,33%,88%,80,35,147,19%,22%,17%,0,0,0,2,2,0,-2,-2,0,Paper Rex
460,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,Demon1 ,Brimstone,"1.37
1.28
1.43","227
235
223","18
7
11","12
7
5","9
6
3","+6
0
+6","80%
75%
83%","150
169
137","68%
53%
90%","1
1
0","0
0
0","+1
+1
0",1.37,1.28,1.43,227,235,223,18,7,11,12,7,5,9,6,3,+6,0,+6,80%,75%,83%,150,169,137,68%,53%,90%,1,1,0,0,0,0,+1,+1,0,Evil Geniuses
461,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,Ethan ,Breach,"1.36
1.08
1.55","198
187
207","17
5
12","9
5
4","10
3
7","+8
0
+8","95%
88%
100%","144
121
159","27%
21%
31%","0
0
0","0
0
0","0
0
0",1.36,1.08,1.55,198,187,207,17,5,12,9,5,4,10,3,7,+8,0,+8,95%,88%,100%,144,121,159,27%,21%,31%,0,0,0,0,0,0,0,0,0,Evil Geniuses
462,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,C0M ,Sova,"1.20
1.18
1.20","209
259
177","14
7
7","13
6
7","14
2
12","+1
+1
0","85%
75%
92%","142
169
125","20%
29%
12%","2
0
2","2
1
1","0
-1
+1",1.20,1.18,1.20,209,259,177,14,7,7,13,6,7,14,2,12,+1,+1,0,85%,75%,92%,142,169,125,20%,29%,12%,2,0,2,2,1,1,0,-1,+1,Evil Geniuses
463,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,Boostio ,Killjoy,"1.09
0.55
1.44","241
163
294","17
4
13","15
7
8","3
0
3","+2
-3
+5","60%
38%
75%","159
111
191","16%
27%
13%","4
1
3","2
1
1","+2
0
+2",1.09,0.55,1.44,241,163,294,17,4,13,15,7,8,3,0,3,+2,-3,+5,60%,38%,75%,159,111,191,16%,27%,13%,4,1,3,2,1,1,+2,0,+2,Evil Geniuses
464,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,jawgemo ,Raze,"1.09
0.47
1.51","203
101
273","13
2
11","15
8
7","7
2
5","-2
-6
+4","85%
88%
83%","136
74
177","27%
27%
27%","5
1
4","4
3
1","+1
-2
+3",1.09,0.47,1.51,203,101,273,13,2,11,15,8,7,7,2,5,-2,-6,+4,85%,88%,83%,136,74,177,27%,27%,27%,5,1,4,4,3,1,+1,-2,+3,Evil Geniuses
465,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,mindfreak ,Brimstone,"0.91
0.52
1.49","167
93
279","12
3
9","15
10
5","7
4
3","-3
-7
+4","65%
50%
88%","105
70
159","40%
33%
44%","0
0
0","0
0
0","0
0
0",0.91,0.52,1.49,167,93,279,12,3,9,15,10,5,7,4,3,-3,-7,+4,65%,50%,88%,105,70,159,40%,33%,44%,0,0,0,0,0,0,0,0,0,Paper Rex
466,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,f0rsakeN ,Neon,"0.89
0.60
1.32","211
189
244","15
7
8","17
12
5","3
0
3","-2
-5
+3","55%
42%
75%","133
113
163","43%
63%
22%","3
1
2","6
4
2","-3
-3
0",0.89,0.60,1.32,211,189,244,15,7,8,17,12,5,3,0,3,-2,-5,+3,55%,42%,75%,133,113,163,43%,63%,22%,3,1,2,6,4,2,-3,-3,0,Paper Rex
467,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,d4v41 ,Killjoy,"0.88
0.97
0.75","210
243
162","14
10
4","15
10
5","4
1
3","-1
0
-1","80%
75%
88%","148
168
117","27%
29%
24%","2
1
1","0
0
0","+2
+1
+1",0.88,0.97,0.75,210,243,162,14,10,4,15,10,5,4,1,3,-1,0,-1,80%,75%,88%,148,168,117,27%,29%,24%,2,1,1,0,0,0,+2,+1,+1,Paper Rex
468,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,Jinggg ,Raze,"0.75
0.75
0.75","217
224
208","14
9
5","17
12
5","5
3
2","-3
-3
0","70%
67%
75%","142
153
127","17%
11%
31%","3
1
2","4
3
1","-1
-2
+1",0.75,0.75,0.75,217,224,208,14,9,5,17,12,5,5,3,2,-3,-3,0,70%,67%,75%,142,153,127,17%,11%,31%,3,1,2,4,3,1,-1,-2,+1,Paper Rex
469,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,4 Pearl,cgrs ,Breach,"0.62
0.25
1.17","125
56
230","9
2
7","15
11
4","7
3
4","-6
-9
+3","55%
33%
88%","80
35
147","19%
22%
17%","0
0
0","2
2
0","-2
-2
0",0.62,0.25,1.17,125,56,230,9,2,7,15,11,4,7,3,4,-6,-9,+3,55%,33%,88%,80,35,147,19%,22%,17%,0,0,0,2,2,0,-2,-2,0,Paper Rex
470,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,Demon1 ,Brimstone,"1.37
1.28
1.43","227
235
223","18
7
11","12
7
5","9
6
3","+6
0
+6","80%
75%
83%","150
169
137","68%
53%
90%","1
1
0","0
0
0","+1
+1
0",1.37,1.28,1.43,227,235,223,18,7,11,12,7,5,9,6,3,+6,0,+6,80%,75%,83%,150,169,137,68%,53%,90%,1,1,0,0,0,0,+1,+1,0,Evil Geniuses
471,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,Ethan ,Breach,"1.36
1.08
1.55","198
187
207","17
5
12","9
5
4","10
3
7","+8
0
+8","95%
88%
100%","144
121
159","27%
21%
31%","0
0
0","0
0
0","0
0
0",1.36,1.08,1.55,198,187,207,17,5,12,9,5,4,10,3,7,+8,0,+8,95%,88%,100%,144,121,159,27%,21%,31%,0,0,0,0,0,0,0,0,0,Evil Geniuses
472,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,C0M ,Sova,"1.20
1.18
1.20","209
259
177","14
7
7","13
6
7","14
2
12","+1
+1
0","85%
75%
92%","142
169
125","20%
29%
12%","2
0
2","2
1
1","0
-1
+1",1.20,1.18,1.20,209,259,177,14,7,7,13,6,7,14,2,12,+1,+1,0,85%,75%,92%,142,169,125,20%,29%,12%,2,0,2,2,1,1,0,-1,+1,Evil Geniuses
473,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,Boostio ,Killjoy,"1.09
0.55
1.44","241
163
294","17
4
13","15
7
8","3
0
3","+2
-3
+5","60%
38%
75%","159
111
191","16%
27%
13%","4
1
3","2
1
1","+2
0
+2",1.09,0.55,1.44,241,163,294,17,4,13,15,7,8,3,0,3,+2,-3,+5,60%,38%,75%,159,111,191,16%,27%,13%,4,1,3,2,1,1,+2,0,+2,Evil Geniuses
474,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,jawgemo ,Raze,"1.09
0.47
1.51","203
101
273","13
2
11","15
8
7","7
2
5","-2
-6
+4","85%
88%
83%","136
74
177","27%
27%
27%","5
1
4","4
3
1","+1
-2
+3",1.09,0.47,1.51,203,101,273,13,2,11,15,8,7,7,2,5,-2,-6,+4,85%,88%,83%,136,74,177,27%,27%,27%,5,1,4,4,3,1,+1,-2,+3,Evil Geniuses
475,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,mindfreak ,Brimstone,"0.91
0.52
1.49","167
93
279","12
3
9","15
10
5","7
4
3","-3
-7
+4","65%
50%
88%","105
70
159","40%
33%
44%","0
0
0","0
0
0","0
0
0",0.91,0.52,1.49,167,93,279,12,3,9,15,10,5,7,4,3,-3,-7,+4,65%,50%,88%,105,70,159,40%,33%,44%,0,0,0,0,0,0,0,0,0,Paper Rex
476,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,f0rsakeN ,Neon,"0.89
0.60
1.32","211
189
244","15
7
8","17
12
5","3
0
3","-2
-5
+3","55%
42%
75%","133
113
163","43%
63%
22%","3
1
2","6
4
2","-3
-3
0",0.89,0.60,1.32,211,189,244,15,7,8,17,12,5,3,0,3,-2,-5,+3,55%,42%,75%,133,113,163,43%,63%,22%,3,1,2,6,4,2,-3,-3,0,Paper Rex
477,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,d4v41 ,Killjoy,"0.88
0.97
0.75","210
243
162","14
10
4","15
10
5","4
1
3","-1
0
-1","80%
75%
88%","148
168
117","27%
29%
24%","2
1
1","0
0
0","+2
+1
+1",0.88,0.97,0.75,210,243,162,14,10,4,15,10,5,4,1,3,-1,0,-1,80%,75%,88%,148,168,117,27%,29%,24%,2,1,1,0,0,0,+2,+1,+1,Paper Rex
478,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,Jinggg ,Raze,"0.75
0.75
0.75","217
224
208","14
9
5","17
12
5","5
3
2","-3
-3
0","70%
67%
75%","142
153
127","17%
11%
31%","3
1
2","4
3
1","-1
-2
+1",0.75,0.75,0.75,217,224,208,14,9,5,17,12,5,5,3,2,-3,-3,0,70%,67%,75%,142,153,127,17%,11%,31%,3,1,2,4,3,1,-1,-2,+1,Paper Rex
479,2023-06-23 23:00:00,"Evil Geniuses
Paper Rex",Evil Geniuses,3:2,BO5,5 Ascent,cgrs ,Breach,"0.62
0.25
1.17","125
56
230","9
2
7","15
11
4","7
3
4","-6
-9
+3","55%
33%
88%","80
35
147","19%
22%
17%","0
0
0","2
2
0","-2
-2
0",0.62,0.25,1.17,125,56,230,9,2,7,15,11,4,7,3,4,-6,-9,+3,55%,33%,88%,80,35,147,19%,22%,17%,0,0,0,2,2,0,-2,-2,0,Paper Rex
